tx_name	gene_id	gene_name	with_UTRs
ENST00000502773.6	ENSG00000145431.11	PDGFC	TRUE
ENST00000274071.6	ENSG00000145431.11	PDGFC	TRUE
ENST00000422544.2	ENSG00000145431.11	PDGFC	FALSE
ENST00000296530.12	ENSG00000164125.16	GASK1B	TRUE
ENST00000393807.9	ENSG00000164125.16	GASK1B	TRUE
ENST00000592586.1	ENSG00000164125.16	GASK1B	FALSE
ENST00000592057.1	ENSG00000164125.16	GASK1B	TRUE
ENST00000379205.5	ENSG00000205208.5	C4orf46	TRUE
ENST00000508457.1	ENSG00000205208.5	C4orf46	TRUE
ENST00000307720.4	ENSG00000171497.5	PPID	TRUE
ENST00000507213.1	ENSG00000171497.5	PPID	FALSE
ENST00000434826.3	ENSG00000164123.7	C4orf45	TRUE
ENST00000306100.10	ENSG00000168843.14	FSTL5	TRUE
ENST00000379164.8	ENSG00000168843.14	FSTL5	TRUE
ENST00000427802.2	ENSG00000168843.14	FSTL5	FALSE
ENST00000509434.5	ENSG00000145414.9	NAF1	TRUE
ENST00000422287.6	ENSG00000145414.9	NAF1	TRUE
ENST00000274054.3	ENSG00000145414.9	NAF1	TRUE
ENST00000296533.3	ENSG00000164128.7	NPY1R	TRUE
ENST00000509586.5	ENSG00000164128.7	NPY1R	TRUE
ENST00000280605.5	ENSG00000151005.5	TKTL2	TRUE
ENST00000503008.5	ENSG00000145416.13	MARCHF1	TRUE
ENST00000514618.5	ENSG00000145416.13	MARCHF1	TRUE
ENST00000339875.9	ENSG00000145416.13	MARCHF1	TRUE
ENST00000510786.1	ENSG00000145416.13	MARCHF1	FALSE
ENST00000507270.5	ENSG00000145416.13	MARCHF1	FALSE
ENST00000329314.6	ENSG00000183439.9	TRIM61	TRUE
ENST00000508856.2	ENSG00000183439.9	TRIM61	TRUE
ENST00000306480.11	ENSG00000170088.14	TMEM192	TRUE
ENST00000506087.5	ENSG00000170088.14	TMEM192	TRUE
ENST00000505354.2	ENSG00000229894.4	GK3P	TRUE
ENST00000541354.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000357154.7	ENSG00000196104.11	SPOCK3	TRUE
ENST00000421836.6	ENSG00000196104.11	SPOCK3	TRUE
ENST00000535728.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000510741.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000511905.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000512681.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000511269.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000507370.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000502821.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000505187.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000512648.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000515143.5	ENSG00000196104.11	SPOCK3	FALSE
ENST00000502741.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000509854.5	ENSG00000196104.11	SPOCK3	FALSE
ENST00000515316.5	ENSG00000196104.11	SPOCK3	TRUE
ENST00000393743.8	ENSG00000137628.17	DDX60	TRUE
ENST00000511577.5	ENSG00000181381.14	DDX60L	TRUE
ENST00000505890.5	ENSG00000181381.14	DDX60L	TRUE
ENST00000512371.1	ENSG00000181381.14	DDX60L	FALSE
ENST00000510042.5	ENSG00000145439.12	CBR4	TRUE
ENST00000306193.8	ENSG00000145439.12	CBR4	TRUE
ENST00000504480.5	ENSG00000145439.12	CBR4	TRUE
ENST00000504561.1	ENSG00000145439.12	CBR4	FALSE
ENST00000506808.1	ENSG00000145439.12	CBR4	TRUE
ENST00000507752.1	ENSG00000145439.12	CBR4	TRUE
ENST00000284637.14	ENSG00000154447.15	SH3RF1	TRUE
ENST00000510806.1	ENSG00000154447.15	SH3RF1	FALSE
ENST00000507142.6	ENSG00000137601.17	NEK1	TRUE
ENST00000439128.6	ENSG00000137601.17	NEK1	TRUE
ENST00000511633.5	ENSG00000137601.17	NEK1	TRUE
ENST00000510533.5	ENSG00000137601.17	NEK1	TRUE
ENST00000512193.5	ENSG00000137601.17	NEK1	TRUE
ENST00000510108.1	ENSG00000137601.17	NEK1	TRUE
ENST00000393381.3	ENSG00000056050.7	HPF1	TRUE
ENST00000393704.3	ENSG00000198948.12	MFAP3L	TRUE
ENST00000361618.4	ENSG00000198948.12	MFAP3L	TRUE
ENST00000393702.7	ENSG00000198948.12	MFAP3L	TRUE
ENST00000504999.1	ENSG00000198948.12	MFAP3L	FALSE
ENST00000506764.1	ENSG00000198948.12	MFAP3L	FALSE
ENST00000510306.1	ENSG00000198948.12	MFAP3L	FALSE
ENST00000337664.9	ENSG00000109576.14	AADAT	TRUE
ENST00000509167.5	ENSG00000109576.14	AADAT	TRUE
ENST00000502392.1	ENSG00000109576.14	AADAT	FALSE
ENST00000446922.6	ENSG00000164104.12	HMGB2	TRUE
ENST00000296506.8	ENSG00000164106.8	SCRG1	TRUE
ENST00000512188.1	ENSG00000164106.8	SCRG1	TRUE
ENST00000359562.4	ENSG00000164107.9	HAND2	TRUE
ENST00000393674.7	ENSG00000164117.14	FBXO8	TRUE
ENST00000503293.5	ENSG00000164117.14	FBXO8	TRUE
ENST00000515664.5	ENSG00000164117.14	FBXO8	TRUE
ENST00000513696.1	ENSG00000164117.14	FBXO8	FALSE
ENST00000296522.11	ENSG00000164120.14	HPGD	TRUE
ENST00000542498.5	ENSG00000164120.14	HPGD	TRUE
ENST00000510835.5	ENSG00000164120.14	HPGD	TRUE
ENST00000296521.11	ENSG00000164120.14	HPGD	TRUE
ENST00000510901.5	ENSG00000164120.14	HPGD	TRUE
ENST00000422112.6	ENSG00000164120.14	HPGD	TRUE
ENST00000508330.5	ENSG00000164120.14	HPGD	TRUE
ENST00000514584.5	ENSG00000164120.14	HPGD	FALSE
ENST00000504433.1	ENSG00000164120.14	HPGD	TRUE
ENST00000274093.8	ENSG00000145451.13	GLRA3	TRUE
ENST00000340217.5	ENSG00000145451.13	GLRA3	TRUE
ENST00000393658.6	ENSG00000150625.16	GPM6A	TRUE
ENST00000506894.5	ENSG00000150625.16	GPM6A	TRUE
ENST00000515090.5	ENSG00000150625.16	GPM6A	TRUE
ENST00000512509.5	ENSG00000150625.16	GPM6A	FALSE
ENST00000505375.5	ENSG00000150625.16	GPM6A	FALSE
ENST00000513365.1	ENSG00000150625.16	GPM6A	FALSE
ENST00000280191.7	ENSG00000150628.7	SPATA4	TRUE
ENST00000515234.1	ENSG00000150628.7	SPATA4	TRUE
ENST00000508699.1	ENSG00000150628.7	SPATA4	FALSE
ENST00000296525.7	ENSG00000164122.9	ASB5	TRUE
ENST00000672074.1	ENSG00000164122.9	ASB5	TRUE
ENST00000512254.1	ENSG00000164122.9	ASB5	TRUE
ENST00000505299.1	ENSG00000164122.9	ASB5	FALSE
ENST00000618562.2	ENSG00000150630.4	VEGFC	TRUE
ENST00000264595.7	ENSG00000038002.9	AGA	TRUE
ENST00000510635.1	ENSG00000038002.9	AGA	FALSE
ENST00000357067.7	ENSG00000129187.14	DCTD	TRUE
ENST00000438320.6	ENSG00000129187.14	DCTD	TRUE
ENST00000507631.5	ENSG00000129187.14	DCTD	TRUE
ENST00000503182.5	ENSG00000129187.14	DCTD	FALSE
ENST00000512766.5	ENSG00000129187.14	DCTD	FALSE
ENST00000513348.5	ENSG00000129187.14	DCTD	TRUE
ENST00000509218.5	ENSG00000129187.14	DCTD	TRUE
ENST00000503988.1	ENSG00000129187.14	DCTD	FALSE
ENST00000323319.7	ENSG00000177300.7	CLDN22	TRUE
ENST00000541814.1	ENSG00000185758.9	CLDN24	FALSE
ENST00000326397.10	ENSG00000182552.15	RWDD4	TRUE
ENST00000327570.13	ENSG00000182552.15	RWDD4	TRUE
ENST00000510968.5	ENSG00000182552.15	RWDD4	TRUE
ENST00000510702.5	ENSG00000182552.15	RWDD4	TRUE
ENST00000512740.1	ENSG00000182552.15	RWDD4	TRUE
ENST00000514322.1	ENSG00000182552.15	RWDD4	TRUE
ENST00000506467.1	ENSG00000182552.15	RWDD4	FALSE
ENST00000296741.7	ENSG00000164303.11	ENPP6	TRUE
ENST00000393593.8	ENSG00000168310.11	IRF2	TRUE
ENST00000502750.1	ENSG00000168310.11	IRF2	FALSE
ENST00000506230.5	ENSG00000168310.11	IRF2	FALSE
ENST00000509274.1	ENSG00000168310.11	IRF2	TRUE
ENST00000393585.6	ENSG00000164305.19	CASP3	TRUE
ENST00000308394.9	ENSG00000164305.19	CASP3	TRUE
ENST00000281453.10	ENSG00000151725.12	CENPU	TRUE
ENST00000510146.5	ENSG00000151725.12	CENPU	TRUE
ENST00000514781.1	ENSG00000151725.12	CENPU	FALSE
ENST00000454703.6	ENSG00000151726.15	ACSL1	TRUE
ENST00000515030.5	ENSG00000151726.15	ACSL1	TRUE
ENST00000503407.5	ENSG00000151726.15	ACSL1	FALSE
ENST00000507295.5	ENSG00000151726.15	ACSL1	TRUE
ENST00000506733.5	ENSG00000151726.15	ACSL1	TRUE
ENST00000513317.5	ENSG00000151726.15	ACSL1	TRUE
ENST00000504900.5	ENSG00000151726.15	ACSL1	TRUE
ENST00000458385.7	ENSG00000164323.14	CFAP97	TRUE
ENST00000514798.1	ENSG00000164323.14	CFAP97	TRUE
ENST00000296775.7	ENSG00000164323.14	CFAP97	TRUE
ENST00000503223.1	ENSG00000164323.14	CFAP97	FALSE
ENST00000510776.5	ENSG00000109771.15	LRP2BP	TRUE
ENST00000505916.5	ENSG00000109771.15	LRP2BP	TRUE
ENST00000264689.11	ENSG00000109775.11	UFSP2	TRUE
ENST00000514247.5	ENSG00000109775.11	UFSP2	TRUE
ENST00000510755.5	ENSG00000109775.11	UFSP2	TRUE
ENST00000502428.5	ENSG00000109775.11	UFSP2	TRUE
ENST00000505357.1	ENSG00000109775.11	UFSP2	FALSE
ENST00000393540.7	ENSG00000168491.10	CCDC110	FALSE
ENST00000307588.8	ENSG00000168491.10	CCDC110	TRUE
ENST00000651260.1	ENSG00000168491.10	CCDC110	TRUE
ENST00000508538.1	ENSG00000168491.10	CCDC110	FALSE
ENST00000510617.5	ENSG00000168491.10	CCDC110	TRUE
ENST00000510481.5	ENSG00000168491.10	CCDC110	TRUE
ENST00000506962.3	ENSG00000168491.10	CCDC110	FALSE
ENST00000504020.2	ENSG00000168491.10	CCDC110	FALSE
ENST00000284767.12	ENSG00000154553.16	PDLIM3	TRUE
ENST00000284771.7	ENSG00000154553.16	PDLIM3	TRUE
ENST00000284770.10	ENSG00000154553.16	PDLIM3	TRUE
ENST00000643009.1	ENSG00000154553.16	PDLIM3	FALSE
ENST00000620787.5	ENSG00000154553.16	PDLIM3	TRUE
ENST00000629667.2	ENSG00000154553.16	PDLIM3	TRUE
ENST00000650145.1	ENSG00000154556.18	SORBS2	FALSE
ENST00000418609.5	ENSG00000154556.18	SORBS2	TRUE
ENST00000448662.6	ENSG00000154556.18	SORBS2	TRUE
ENST00000284776.11	ENSG00000154556.18	SORBS2	TRUE
ENST00000437304.6	ENSG00000154556.18	SORBS2	TRUE
ENST00000319471.13	ENSG00000154556.18	SORBS2	TRUE
ENST00000449407.6	ENSG00000154556.18	SORBS2	TRUE
ENST00000355634.9	ENSG00000154556.18	SORBS2	TRUE
ENST00000393528.7	ENSG00000154556.18	SORBS2	TRUE
ENST00000451974.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000445625.1	ENSG00000154556.18	SORBS2	FALSE
ENST00000439914.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000444771.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000430503.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000450341.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000445115.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000444781.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000414724.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000419063.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000420158.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000421639.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000457934.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000435480.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000451701.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000428330.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000421420.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000452351.5	ENSG00000154556.18	SORBS2	FALSE
ENST00000307161.5	ENSG00000168412.6	MTNR1A	TRUE
ENST00000441802.7	ENSG00000083857.14	FAT1	TRUE
ENST00000614102.4	ENSG00000083857.14	FAT1	TRUE
ENST00000509537.1	ENSG00000083857.14	FAT1	TRUE
ENST00000509927.1	ENSG00000083857.14	FAT1	FALSE
ENST00000512729.5	ENSG00000179046.8	TRIML2	TRUE
ENST00000326754.7	ENSG00000179046.8	TRIML2	FALSE
ENST00000503141.1	ENSG00000179046.8	TRIML2	FALSE
ENST00000504750.6	ENSG00000205097.7	FRG2	TRUE
ENST00000378763.1	ENSG00000205097.7	FRG2	TRUE
ENST00000637938.1	ENSG00000153404.14	PLEKHG4B	TRUE
ENST00000283426.11	ENSG00000153404.14	PLEKHG4B	TRUE
ENST00000502646.1	ENSG00000153404.14	PLEKHG4B	FALSE
ENST00000328278.4	ENSG00000185028.4	LRRC14B	TRUE
ENST00000617470.4	ENSG00000073578.17	SDHA	TRUE
ENST00000651543.1	ENSG00000286001.1	AC021087.5	TRUE
ENST00000504309.5	ENSG00000073578.17	SDHA	TRUE
ENST00000510361.5	ENSG00000073578.17	SDHA	TRUE
ENST00000264932.11	ENSG00000073578.17	SDHA	TRUE
ENST00000509632.5	ENSG00000073578.17	SDHA	TRUE
ENST00000509564.1	ENSG00000073578.17	SDHA	FALSE
ENST00000614778.4	ENSG00000249915.8	PDCD6	TRUE
ENST00000618970.4	ENSG00000249915.8	PDCD6	TRUE
ENST00000628729.2	ENSG00000249915.8	PDCD6	TRUE
ENST00000264933.9	ENSG00000249915.8	PDCD6	TRUE
ENST00000505221.5	ENSG00000249915.8	PDCD6	TRUE
ENST00000509581.5	ENSG00000249915.8	PDCD6	TRUE
ENST00000507528.5	ENSG00000249915.8	PDCD6	TRUE
ENST00000505113.6	ENSG00000288622.1	PDCD6-AHRR	TRUE
ENST00000507473.1	ENSG00000249915.8	PDCD6	FALSE
ENST00000316418.10	ENSG00000063438.19	AHRR	TRUE
ENST00000652417.2	ENSG00000063438.19	AHRR	TRUE
ENST00000515206.6	ENSG00000063438.19	AHRR	TRUE
ENST00000506456.1	ENSG00000063438.19	AHRR	TRUE
ENST00000512944.6	ENSG00000180104.16	EXOC3	TRUE
ENST00000515601.6	ENSG00000180104.16	EXOC3	TRUE
ENST00000264935.6	ENSG00000112877.8	CEP72	TRUE
ENST00000166345.8	ENSG00000071539.14	TRIP13	TRUE
ENST00000296849.10	ENSG00000145506.14	NKD2	TRUE
ENST00000274150.4	ENSG00000145506.14	NKD2	TRUE
ENST00000515652.5	ENSG00000174358.16	SLC6A19	TRUE
ENST00000304460.11	ENSG00000174358.16	SLC6A19	TRUE
ENST00000324642.4	ENSG00000164363.10	SLC6A18	TRUE
ENST00000274137.10	ENSG00000145494.12	NDUFS6	FALSE
ENST00000469176.1	ENSG00000145494.12	NDUFS6	FALSE
ENST00000334000.7	ENSG00000186493.13	C5orf38	TRUE
ENST00000302006.4	ENSG00000170549.4	IRX1	TRUE
ENST00000511368.5	ENSG00000145536.15	ADAMTS16	TRUE
ENST00000274181.7	ENSG00000145536.15	ADAMTS16	TRUE
ENST00000296564.9	ENSG00000164151.12	ICE1	TRUE
ENST00000399816.4	ENSG00000215218.4	UBE2QL1	TRUE
ENST00000510531.5	ENSG00000145545.12	SRD5A1	TRUE
ENST00000513117.1	ENSG00000145545.12	SRD5A1	TRUE
ENST00000274192.7	ENSG00000145545.12	SRD5A1	TRUE
ENST00000230859.8	ENSG00000112941.14	TENT4A	TRUE
ENST00000515721.1	ENSG00000112941.14	TENT4A	FALSE
ENST00000631941.2	ENSG00000112941.14	TENT4A	TRUE
ENST00000338316.9	ENSG00000078295.17	ADCY2	TRUE
ENST00000513439.5	ENSG00000124275.15	MTRR	TRUE
ENST00000264668.6	ENSG00000124275.15	MTRR	TRUE
ENST00000510279.5	ENSG00000124275.15	MTRR	TRUE
ENST00000440940.7	ENSG00000124275.15	MTRR	TRUE
ENST00000503550.5	ENSG00000124275.15	MTRR	TRUE
ENST00000506877.1	ENSG00000124275.15	MTRR	FALSE
ENST00000512217.5	ENSG00000124275.15	MTRR	FALSE
ENST00000503026.5	ENSG00000150753.12	CCT5	TRUE
ENST00000515390.5	ENSG00000150753.12	CCT5	TRUE
ENST00000511700.1	ENSG00000150753.12	CCT5	FALSE
ENST00000280326.9	ENSG00000150753.12	CCT5	TRUE
ENST00000512975.5	ENSG00000150753.12	CCT5	TRUE
ENST00000515676.5	ENSG00000150753.12	CCT5	TRUE
ENST00000506600.1	ENSG00000150753.12	CCT5	TRUE
ENST00000274140.10	ENSG00000145495.16	MARCHF6	TRUE
ENST00000449913.6	ENSG00000145495.16	MARCHF6	TRUE
ENST00000502795.5	ENSG00000145495.16	MARCHF6	TRUE
ENST00000503788.5	ENSG00000145495.16	MARCHF6	TRUE
ENST00000640713.1	ENSG00000145495.16	MARCHF6	FALSE
ENST00000510792.1	ENSG00000145495.16	MARCHF6	FALSE
ENST00000503804.5	ENSG00000145491.12	ROPN1L	TRUE
ENST00000296657.7	ENSG00000164236.12	ANKRD33B	TRUE
ENST00000504806.5	ENSG00000164236.12	ANKRD33B	TRUE
ENST00000344204.9	ENSG00000038382.20	TRIO	TRUE
ENST00000512070.6	ENSG00000038382.20	TRIO	TRUE
ENST00000509967.6	ENSG00000038382.20	TRIO	TRUE
ENST00000513206.5	ENSG00000038382.20	TRIO	FALSE
ENST00000639876.2	ENSG00000038382.20	TRIO	FALSE
ENST00000620511.1	ENSG00000038382.20	TRIO	TRUE
ENST00000344135.5	ENSG00000038382.20	TRIO	TRUE
ENST00000274217.4	ENSG00000145569.6	OTULINL	TRUE
ENST00000503023.1	ENSG00000154124.5	OTULIN	TRUE
ENST00000284274.5	ENSG00000154124.5	OTULIN	TRUE
ENST00000504595.2	ENSG00000183580.10	FBXL7	TRUE
ENST00000510662.1	ENSG00000183580.10	FBXL7	TRUE
ENST00000329673.8	ENSG00000183580.10	FBXL7	FALSE
ENST00000322611.4	ENSG00000176788.9	BASP1	TRUE
ENST00000638486.2	ENSG00000249662.6	LINC02218	FALSE
ENST00000639081.1	ENSG00000284373.1	TAF11L2	FALSE
ENST00000638668.1	ENSG00000284439.1	TAF11L3	FALSE
ENST00000638408.1	ENSG00000284283.1	TAF11L4	FALSE
ENST00000638483.1	ENSG00000284234.1	TAF11L5	FALSE
ENST00000640558.1	ENSG00000284042.1	TAF11L6	FALSE
ENST00000510838.2	ENSG00000283740.1	TAF11L11	FALSE
ENST00000503184.2	ENSG00000249156.2	TAF11L12	FALSE
ENST00000639073.1	ENSG00000283776.1	TAF11L13	FALSE
ENST00000512227.1	ENSG00000250782.1	TAF11L14	FALSE
ENST00000635252.1	ENSG00000164256.11	PRDM9	FALSE
ENST00000296682.4	ENSG00000164256.11	PRDM9	TRUE
ENST00000265071.3	ENSG00000113361.13	CDH6	TRUE
ENST00000514738.5	ENSG00000113361.13	CDH6	TRUE
ENST00000510659.5	ENSG00000082213.18	C5orf22	TRUE
ENST00000511208.2	ENSG00000082213.18	C5orf22	TRUE
ENST00000325366.14	ENSG00000082213.18	C5orf22	TRUE
ENST00000438447.2	ENSG00000133401.16	PDZD2	TRUE
ENST00000506237.5	ENSG00000113387.12	SUB1	TRUE
ENST00000511615.5	ENSG00000113387.12	SUB1	TRUE
ENST00000434067.6	ENSG00000113389.16	NPR3	TRUE
ENST00000326958.5	ENSG00000113389.16	NPR3	TRUE
ENST00000265074.13	ENSG00000113389.16	NPR3	TRUE
ENST00000415167.2	ENSG00000113389.16	NPR3	TRUE
ENST00000502553.5	ENSG00000113407.14	TARS1	TRUE
ENST00000514259.5	ENSG00000113407.14	TARS1	FALSE
ENST00000508361.5	ENSG00000113407.14	TARS1	TRUE
ENST00000455217.6	ENSG00000113407.14	TARS1	TRUE
ENST00000507716.5	ENSG00000113407.14	TARS1	TRUE
ENST00000509731.5	ENSG00000113407.14	TARS1	TRUE
ENST00000505012.5	ENSG00000113407.14	TARS1	TRUE
ENST00000513066.3	ENSG00000113407.14	TARS1	TRUE
ENST00000330120.5	ENSG00000182631.7	RXFP3	TRUE
ENST00000512629.5	ENSG00000039560.14	RAI14	FALSE
ENST00000508777.5	ENSG00000039560.14	RAI14	TRUE
ENST00000503673.5	ENSG00000039560.14	RAI14	TRUE
ENST00000504052.5	ENSG00000039560.14	RAI14	FALSE
ENST00000512305.5	ENSG00000039560.14	RAI14	FALSE
ENST00000515799.5	ENSG00000039560.14	RAI14	TRUE
ENST00000515448.5	ENSG00000039560.14	RAI14	TRUE
ENST00000503222.5	ENSG00000039560.14	RAI14	TRUE
ENST00000512625.5	ENSG00000039560.14	RAI14	FALSE
ENST00000506376.1	ENSG00000039560.14	RAI14	TRUE
ENST00000505624.5	ENSG00000205838.14	TTC23L	TRUE
ENST00000508722.5	ENSG00000205838.14	TTC23L	TRUE
ENST00000638320.2	ENSG00000205838.14	TTC23L	FALSE
ENST00000610313.1	ENSG00000205838.14	TTC23L	FALSE
ENST00000514080.2	ENSG00000205838.14	TTC23L	FALSE
ENST00000336767.6	ENSG00000113460.13	BRIX1	TRUE
ENST00000648817.1	ENSG00000168724.17	DNAJC21	TRUE
ENST00000382021.2	ENSG00000168724.17	DNAJC21	TRUE
ENST00000642851.1	ENSG00000168724.17	DNAJC21	FALSE
ENST00000642675.1	ENSG00000168724.17	DNAJC21	TRUE
ENST00000642285.1	ENSG00000168724.17	DNAJC21	TRUE
ENST00000646714.1	ENSG00000168724.17	DNAJC21	TRUE
ENST00000282469.10	ENSG00000152582.14	SPEF2	TRUE
ENST00000509059.5	ENSG00000152582.14	SPEF2	TRUE
ENST00000637569.1	ENSG00000152582.14	SPEF2	TRUE
ENST00000356031.8	ENSG00000152582.14	SPEF2	TRUE
ENST00000440995.6	ENSG00000152582.14	SPEF2	FALSE
ENST00000508817.1	ENSG00000152582.14	SPEF2	FALSE
ENST00000514217.5	ENSG00000168685.15	IL7R	TRUE
ENST00000506850.5	ENSG00000168685.15	IL7R	TRUE
ENST00000303115.8	ENSG00000168685.15	IL7R	TRUE
ENST00000511982.1	ENSG00000168685.15	IL7R	TRUE
ENST00000505093.1	ENSG00000168685.15	IL7R	FALSE
ENST00000274254.9	ENSG00000145604.17	SKP2	TRUE
ENST00000677537.1	ENSG00000145604.17	SKP2	TRUE
ENST00000678260.1	ENSG00000145604.17	SKP2	TRUE
ENST00000546211.6	ENSG00000145604.17	SKP2	TRUE
ENST00000620197.5	ENSG00000145604.17	SKP2	TRUE
ENST00000678270.1	ENSG00000145604.17	SKP2	TRUE
ENST00000679015.1	ENSG00000145604.17	SKP2	TRUE
ENST00000677911.1	ENSG00000145604.17	SKP2	TRUE
ENST00000677984.1	ENSG00000145604.17	SKP2	TRUE
ENST00000274255.11	ENSG00000145604.17	SKP2	TRUE
ENST00000676559.1	ENSG00000145604.17	SKP2	TRUE
ENST00000508514.5	ENSG00000145604.17	SKP2	TRUE
ENST00000678948.1	ENSG00000145604.17	SKP2	TRUE
ENST00000513263.2	ENSG00000145604.17	SKP2	TRUE
ENST00000504386.1	ENSG00000145604.17	SKP2	FALSE
ENST00000677886.1	ENSG00000145604.17	SKP2	FALSE
ENST00000612708.4	ENSG00000079215.14	SLC1A3	TRUE
ENST00000613445.4	ENSG00000079215.14	SLC1A3	TRUE
ENST00000265113.9	ENSG00000079215.14	SLC1A3	TRUE
ENST00000381918.3	ENSG00000079215.14	SLC1A3	TRUE
ENST00000282516.13	ENSG00000164190.19	NIPBL	TRUE
ENST00000448238.2	ENSG00000164190.19	NIPBL	TRUE
ENST00000652901.1	ENSG00000164190.19	NIPBL	TRUE
ENST00000504564.1	ENSG00000082068.9	WDR70	TRUE
ENST00000265107.9	ENSG00000082068.9	WDR70	TRUE
ENST00000354891.7	ENSG00000164318.18	EGFLAM	TRUE
ENST00000322350.10	ENSG00000164318.18	EGFLAM	TRUE
ENST00000504709.1	ENSG00000164318.18	EGFLAM	TRUE
ENST00000336740.10	ENSG00000164318.18	EGFLAM	TRUE
ENST00000397202.6	ENSG00000164318.18	EGFLAM	TRUE
ENST00000506135.5	ENSG00000164318.18	EGFLAM	TRUE
ENST00000502536.5	ENSG00000145623.13	OSMR	TRUE
ENST00000274276.8	ENSG00000145623.13	OSMR	TRUE
ENST00000513831.1	ENSG00000145623.13	OSMR	FALSE
ENST00000302472.4	ENSG00000171522.6	PTGER4	TRUE
ENST00000381677.4	ENSG00000132357.14	CARD6	TRUE
ENST00000254691.10	ENSG00000132357.14	CARD6	FALSE
ENST00000313164.10	ENSG00000112936.19	C7	TRUE
ENST00000381647.7	ENSG00000205765.9	C5orf51	TRUE
ENST00000612065.1	ENSG00000205765.9	C5orf51	FALSE
ENST00000513496.5	ENSG00000151876.13	FBXO4	TRUE
ENST00000296812.6	ENSG00000151876.13	FBXO4	TRUE
ENST00000281623.8	ENSG00000151876.13	FBXO4	TRUE
ENST00000504463.5	ENSG00000151876.13	FBXO4	FALSE
ENST00000509134.1	ENSG00000151876.13	FBXO4	FALSE
ENST00000230882.9	ENSG00000112964.14	GHR	TRUE
ENST00000620156.4	ENSG00000112964.14	GHR	TRUE
ENST00000513671.5	ENSG00000112964.14	GHR	TRUE
ENST00000511135.5	ENSG00000112964.14	GHR	FALSE
ENST00000357703.6	ENSG00000112964.14	GHR	FALSE
ENST00000622294.2	ENSG00000112964.14	GHR	FALSE
ENST00000388827.4	ENSG00000198865.10	CCDC152	TRUE
ENST00000361970.10	ENSG00000198865.10	CCDC152	TRUE
ENST00000510026.5	ENSG00000172262.11	ZNF131	TRUE
ENST00000509156.5	ENSG00000172262.11	ZNF131	TRUE
ENST00000507218.5	ENSG00000172262.11	ZNF131	TRUE
ENST00000509634.5	ENSG00000172262.11	ZNF131	TRUE
ENST00000509341.5	ENSG00000172262.11	ZNF131	FALSE
ENST00000509931.5	ENSG00000172262.11	ZNF131	FALSE
ENST00000511736.5	ENSG00000172262.11	ZNF131	FALSE
ENST00000512796.1	ENSG00000177453.7	NIM1K	TRUE
ENST00000505678.6	ENSG00000112992.18	NNT	FALSE
ENST00000652986.1	ENSG00000112992.18	NNT	TRUE
ENST00000660752.1	ENSG00000112992.18	NNT	TRUE
ENST00000654405.1	ENSG00000112992.18	NNT	TRUE
ENST00000657973.1	ENSG00000112992.18	NNT	TRUE
ENST00000657172.1	ENSG00000112992.18	NNT	TRUE
ENST00000654931.1	ENSG00000112992.18	NNT	TRUE
ENST00000512996.6	ENSG00000112992.18	NNT	TRUE
ENST00000658729.1	ENSG00000112992.18	NNT	TRUE
ENST00000660676.1	ENSG00000112992.18	NNT	TRUE
ENST00000671668.1	ENSG00000112992.18	NNT	TRUE
ENST00000507110.6	ENSG00000112996.11	MRPS30	FALSE
ENST00000507812.5	ENSG00000151883.19	PARP8	TRUE
ENST00000503888.5	ENSG00000151883.19	PARP8	TRUE
ENST00000510303.6	ENSG00000151883.19	PARP8	TRUE
ENST00000281631.10	ENSG00000151883.19	PARP8	TRUE
ENST00000515175.6	ENSG00000151883.19	PARP8	FALSE
ENST00000514342.6	ENSG00000151883.19	PARP8	FALSE
ENST00000513738.5	ENSG00000151883.19	PARP8	TRUE
ENST00000503665.5	ENSG00000151883.19	PARP8	TRUE
ENST00000503707.6	ENSG00000151883.19	PARP8	TRUE
